"","Sentiment","SentimentSC","Reviews","Label"
"604","Positive",4.16640090942383,"we work well as a team","community"
"605","Positive",3.19504761695862,"diverse my classmates range from the typical race to the not so typical sexual orientation everyone has different views on everything and the large class sizes contribute to the diversity of each student","diversity"
"606","Positive",3.64945721626282,"my classmates can be described as unique opportunistic and ready for lifes many challenges","diversity"
"607","Positive",4.29062747955322,"my classmates this semester are boring they dont like excietment or a little joke during class to break the ice my classes are very dry because they dont have any sense of humor","courses"
"608","Positive",4.29141902923584,"i find my classmates to be hungry for knowlege and hard working individuals that are here to do something great with there lives","community"
"609","Negative",4.52670621871948,"very young and have not had a full time job yet","outcomes"
"610","Positive",4.05649852752686,"most people are open to making friends but keep to who they already know before making new friends","community"
"611","Negative",4.5084981918335,"each of my classmates are completely different from one another there are no two people alike at the university of central florida","diversity"
"612","Negative",4.34394264221191,"the classmates i have met at the university of central florida are nothing but kind and considerate reflecting the outstanding values one must have to attend such a university where students can meet life long friends","community"
"613","Negative",2.048499584198,"they are racially diverse but in the center of it all they are all college students looking for a degree in a higher institution of knowledge","diversity"
"614","Positive",4.30655002593994,"a small city","community"
"615","Negative",2.20611047744751,"my classmates are all activitely pursuing very varied interests and are very creative","diversity"
"616","Negative",1.25483989715576,"my classmates are generally great individuals who are dedicated to their school work","community"
"617","Positive",3.20547771453857,"my classmates are courteous helpful and generous these students hardly think selfishly","community"
"618","Positive",3.35155940055847,"my classmates are extremely friendly and are great when it comes to study groups","community"
"619","Positive",3.29250049591064,"my classmates seem very interested in the topics presented in lectures and assignments and show eagerness for learning","courses"
"620","Positive",3.78477692604065,"my classmates are a mixed group of individuals all there for different purposes such as to better themselves and some to simply get a college degree without learning anything even if that means being dishonet","diversity"
"621","Positive",3.57552266120911,"classmates are typically friendly and willing to help in any way possible","community"
"622","Negative",3.06028008460999,"they are pretty much to themselves since ucf is a mixed pot of cultures and classrooms are so congested","diversity"
"623","Positive",3.7689471244812,"friendly helpful","community"
"624","Negative",2.50905084609985,"i am very close to all the classmates in my program they are like my family we have each others back no matter what the situation","community"
"625","Positive",3.18922924995422,"a far cry of the teneous culture many have experienced from high school theyre mature downtoearth and mainly loyal to those who have earned their loyalty","outcomes"
"626","Positive",1.90648448467255,"my classmates are a group of driven creative individuals who inspire and motivate me daily","community"
"627","Positive",3.09193539619446,"friendly and driven","community"
"628","Positive",4.29029273986816,"my classmates are very smart and willing to work together to learn","community"
"629","Positive",3.85273456573486,"i would describe my classmates as engaging and ready to debate differing views and opinions","diversity"
"630","Positive",3.80405282974243,"my classmates are quite focused on academics helpful towards others and diverse in a way that makes the learning experience more engaging because of all of the different experiences and opinions they bring to the classroom","diversity"
"631","Positive",4.2634129524231,"i could be sitting next to a guy who has lived in st petersburg russia all of his life and a girl whos never left orlando theres just so much diversity at ucf that you dont even realize until you get here how many different people with different beliefs customs opinions and interests there are on campus","diversity"
"632","Positive",4.26642417907715,"everyone ive encounted at the university of central florida is dedicated creative driven passionate and although all our small goals may different we all share the goal to succeed greatly","community"
"633","Negative",0.919484198093414,"there was only one class so far and i did not attend so i have no idea who is attending the class and who are my classmates sorry","courses"
"634","Positive",4.3158655166626,"classmates invariably range from quite and detached to extrememly expressive and socialy involved and while one may think otherwise the type of class being taken is not an accurate predictor of this","diversity"
"635","Negative",2.45814990997314,"most do not come to class but the ones that do are very engaged and we learn a lot","courses"
"636","Positive",4.16033697128296,"my classmates are amazing and some of the best people i have come to know","community"
"637","Positive",3.1214108467102,"everyone is so varied here at ucf that you can be in a class with people twice your age at any point and yet it is the perfect learning atmosphere","diversity"
"638","Positive",4.19286060333252,"they are very hardworking and take their education seriously but know how to have fun also","diversity"
"639","Positive",4.31446838378906,"my classmates are very active in discussion and make learning very fun","community"
"640","Positive",3.66502094268799,"my classmates are outspoken","community"
"641","Positive",3.54377865791321,"my classmates are all very intellectual polite and easy to get along with","community"
"642","Positive",3.00388264656067,"my classmates are very eager to learn and provide varying views and ideas on every subject","diversity"
"643","Positive",3.33376693725586,"students with an enormous amount of potential but lazy","outcomes"
"644","Positive",4.25482845306396,"my classmates are a variety of students varying from some who are studying for a great majority of time some who never study some play sports others dont go to class at all some i question how they got in and others i wonder how they havent cured cancer yet so the best way to describe my classmates is variety","diversity"
"645","Negative",3.93591666221619,"university of central florida classmates could be looked at as teammates for the majority people are willing to help eachother out people are responsive to emails phone calls texts etc and try to answer eachothers questions to the best of their abilties overall classmates at ucf are sincere towards eachother and are hardworkers there are the few exceptions but when is there not","community"
"646","Positive",2.58592247962952,"classmates are social outgoing ready to learn and always willing to help if you have any questions","community"
"647","Positive",2.98542404174805,"my virtual classmates from all walks and ages in life as well as the instructors at ucf have provided me with a wide array of perspectives and insights that have broadened my horizons expanded my knowledge and seeded a love of learning","diversity"
"648","Positive",4.30417919158936,"everyone is their own individual person","diversity"
"649","Positive",4.32487297058105,"my classmate are normally very friendly and helpful and can normally relate to the same issues that i am having with a class","courses"
"650","Positive",1.06753396987915,"my fellow classmates are individuals that are attending the university for the college experience willing to assist fellow classmates in times of need and earning an education","community"
"651","Negative",2.23395872116089,"my classmates are very open and willing to new things that they learn there is no discrimination here based on race religion or gender if you want to be free of persecution here is the place to do so the people who go here give off an atomsphere of actually wanting to learn instead of just looking for the means to find a job when they graduate these students really are dedicated to having a real college education","community"
"652","Positive",3.7626039981842,"my classmates are ambitious visionaries who would be extremely sucessful if the world cherished the liberal arts","diversity"
"653","Positive",3.24014687538147,"my major is new and has 40 people in it so far i know and am close to everyone in my major we get together out of the class and get along with each other in class","community"
"654","Positive",2.50405645370483,"my classmates at ucf are very eclectic","diversity"
"655","Positive",2.08484792709351,"all of my classmates have been the best group of people i have ever worked with","community"
"656","Positive",3.5602388381958,"i am not about my classmates i do not interact with anyone really in class i did that in high school and it got me the gpa that i received so now i mind my own business and focus on class","courses"
"657","Positive",4.28956604003906,"my classmates are competitive supportive ambitious and motivated brilliant","community"
"658","Positive",3.24116230010986,"my classmates are interesting theyre not too football obsessed but at the same time they enjoy a good game also there are a lot of skateboarders anime fans sororityfraternity memebers and pretty much anything else you can think of while people arent too outgoing you can always find someone you can relate to","diversity"
"659","Positive",4.15337371826172,"the only way to describe my classmates are diverse individual and unique","diversity"
"660","Positive",4.08255672454834,"i have not yet taken any classes at ucf i am enrolled to start spring 2011 but i have shared classes with alot of the same pool of students whom are also transferring from the same community college that i attended to ucf and i have met many graduates of this school whom have also shared their excited experiences and recommendations come highly from them as well","community"
"661","Positive",4.28577280044556,"a fun energentic group that are all extremely engaged in the athletic training program","community"
"662","Positive",4.21527004241943,"interactive with the professor and other classmates","community"
"663","Positive",4.13660621643066,"focused and mature","community"
"664","Positive",4.24799966812134,"classes are a lot bigger in college than in high school and you will not learn everybody like you could in high school in college to meet your classmates you have to just open yourself up to them most people are sitting there just waiting there for class to start but at the same time are hoping someone new will approach them and strike up a conversation classes can be to upwards of 300 students which opens doors for many different types of people to meet just dive into the diversity pool and make life long friends","courses"
"665","Positive",4.11226367950439,"my classmates are motivated and very ompetitive they help motivate and challenge me to do better than them academically they help bring forth a very beneficial and motivational learning environment and especially with the help of our teachers there are some exceptions to this mass of great students and they would have to be those labeled as rebels those students who just sleep in class or never come to class in my time at ucf i have only witnessed a small amount of these group because it seems that most of the students that attend ucf have ambitions like myself","community"
"666","Positive",0.326289027929306,"my classmates are other biomedical students","community"
"667","Positive",4.19457101821899,"have multiple goals and aspirations that they work to achieve","diversity"
"668","Positive",0.261137068271637,"my classmates are enriching the lives of others caring smart and very competitive","community"
"669","Positive",4.13865518569946,"my classmates are dedicated hardworking individuals who know where they want to go in life and who support me in an way that they possibly can whether academically or socially ","community"
"670","Positive",4.2480616569519,"my classmates are usually focused in class and taking notes and helpful at times","courses"
"671","Positive",4.16298532485962,"my classmates were fun and interesting","community"
"672","Positive",3.54328966140747,"my usual classmates are fifthyear seniors who cant wait to graduate","community"
"673","Negative",0.0118618533015251,"some of them are wild and crazy","diversity"
"674","Positive",3.93309807777405,"ucf students are fun and energetic individuals without prejudice who are all looking to succeed in life","community"
"675","Positive",1.42855155467987,"my classmates were different and yet similar to me we wanted to go to school we wanted to learn and we loved our school","diversity"
"676","Positive",4.18091821670532,"my classmates are a culturally and ethnically diverse group of students all sharing the common bond of furthering our education and creating opportunities for success and security for our future","diversity"
"677","Positive",4.16847276687622,"my classmates are my competition but they are respectful kind and extremely helpful","community"
"678","Positive",4.29079484939575,"my classmates are diversified ","diversity"
"679","Positive",4.23173427581787,"the students that fill the classrooms range from the studious quiet kids to the kids that are enjoying freedom to much","diversity"
"680","Positive",4.11745262145996,"since im in the college of engineering i generally find students who are self disciplined and who have a genuine desire to apply themselves fully to accomplish their academic goals im fortunate to be in this situation where the students and professors desire to learn and achieve their goals mirrors mine i dont have to look far to find people to study with or who are willing to put in a little extra effort on a project to achieve a better grade","community"
"681","Positive",3.85928153991699,"mix of all races genders backgrounds never felt out of place at ucf very accepting school","diversity"
"682","Negative",-0.017137510702014,"i have very diverse classmates everyone is very friendly though because so many of them are from different states and cities that everyone is trying to make friends a lot of my classmates drive very nice cars i feel like many of hte stends in my classes are fairly wealthy","diversity"
"683","Positive",0.0792075097560883,"intelligent and eager to learn","community"
"684","Negative",0.378159999847412,"helpful intelligent and fun","community"
"685","Positive",4.22819328308105,"my classmates are intelligent opinionated people that are very determined and headstrong","community"
"686","Positive",4.0291953086853,"the students here are so eager to learn they make you want to learn i was very suprised upon coming here and seeing how there are actually people who like going to the library and learning new things its amazing to study with the students here and to think that one day we will all be working together as leaders of this country students of the univeristy of central florida my classmates make me proud they are hardworking and dedicated they will become something and just being around them makes you feel important like you too can become great","community"
"687","Positive",3.07662582397461,"students at ucf are so easy to be around because no one judges you everyone is free to be who they really are without getting nasty looks or rude comments","community"
"688","Positive",4.26786994934082,"the students at ucf are from a variety different social groups giving the whole atmosphere a very diverse atmosphere","diversity"
"689","Positive",3.84089398384094,"generally nice and generally do not bother me","community"
"690","Positive",4.11764907836914,"some are good friends and others are just that classmates only","diversity"
"691","Positive",1.08853983879089,"my classmates consist of a collection of ethnicities that is representative of the vast majority of the cultures on earth","diversity"
"692","Negative",0.813350439071655,"fortuanately for me i was selected to participate in the excel program at the university of central florida therefore my classmates are pursuing similar degrees we have access to our own advisors and study labs specifically related to our majors having access to not only the advisors but the students sharing the same classes gives me the opportunity to work through problems and help each other to be successful","community"
"693","Positive",4.26331472396851,"most of my classmates are like myself  they are older wiser and genuinely desire a good affordable education that they can use to better themselves and their families","finanical"
"694","Positive",4.17944717407227,"my classmates are very electic","outcomes"
"695","Negative",1.02571606636047,"mostly friendly willing to help out fellow students","community"
"696","Positive",2.39621114730835,"my classmates are diverse passionate inquisitive funloving involved and welcoming","diversity"
"697","Positive",3.00620746612549,"my classmates are usually very friendly and eager to form study groups and help each other","community"
"698","Positive",4.18627977371216,"my classmates can be loud they can be in your face and they can be to themselves but above all they can be very different i love this school for the sole fact that everytime i enter a new classroom i am seeing twenty thirty possibly even a hundred new faces each with their own distinct ideas and philosophies this unversity enriches my learning not not only from what we do or what we are taught in class but from what i see everyday from thousands of differnet people meeting in one place all to acheive the same goals","diversity"
"699","Positive",2.91765785217285,"my classmates are diverse in ethnical background and school age and very supportive to each other","diversity"
"700","Positive",4.24562692642212,"my classmates at the university of central florida are friendly helpful and outgoing","community"
"701","Positive",4.20644092559814,"most are dedicated in acquiring the skills necessary for the future","courses"
"702","Positive",2.50170397758484,"sometimes helpful to others","outcomes"
"703","Positive",4.24543476104736,"the classmates i have encountered in every class have always been very friendly helpful and outgoing with a strong inclination for learning","community"
"704","Positive",2.07613587379456,"my classmates include a melting pot of dedicated students who are eager to learn and openly express their feelings its what seperates knights from everyone else","diversity"
"705","Positive",4.29475164413452,"my classmates are energetic an excited about learning","community"
"706","Positive",4.1994514465332,"the classmates that i have come in contact with are more interested with what they should to at night and what are the best ways to party rather than their studies i am not like this at all and do not feel i belong","community"
"707","Positive",3.14254665374756,"my classmates are honors students hardworking and helpful with whom i can build study groups and rely on to help and be helped by as we embark through each challenge our classes bring","community"
"708","Negative",4.52742052078247,"my classmates are kind intelligent determined and hard working","community"
"709","Positive",4.28580904006958,"my classmates are more extroverts and outspoken","diversity"
"710","Positive",1.28321921825409,"my classmates are diverse being at the university of central florida has allowed me to interact and befriend various types of people from different cultures who share the same interests as me i grow every day and learn in class as well as in conversing with others i am very grateful to have such a thriving environment with supportive and driven people to work alongside","diversity"
"711","Negative",3.58394861221313,"my classmates would be considered as studious dedicated and determined students","community"
"712","Positive",4.32601881027222,"my classmates are very enegetic and willing to learn new things","community"
"713","Positive",3.18999576568604,"my classmates are educated and dedicated students who love to go to school and want to achieve success","community"
"714","Positive",3.4945764541626,"every one of my classmates are respectful and they understand the imporatnace of beign in college they know its an opportunity they cannot pass up some work really hard others procrastinate but at the end of the day they get their job done none have said that it is easy and they didnt expect it to be that is why they work harder in college than their whole high school run","outcomes"
"715","Positive",3.53250288963318,"my classmates are a diverse group of individuals who choose to attend this university because they believe this is the best place they can grow not only intellectually but also as people who will one day have careers families and even a greater ability to change our world","diversity"
"716","Positive",2.00177335739136,"my classmates are friendly approachable focused and respectful to their elders to others and to themselves","community"
"717","Positive",4.08034753799438,"my classmates are all different and unique individuals","diversity"
"718","Positive",4.27366542816162,"my classmates like to ask questions over and over again even after the professor answered already","professors"
"719","Positive",4.14215135574341,"variety","diversity"
"720","Positive",2.76199388504028,"i have a diverse array of classmates at my school there are people from all walks of life there everyone is friendly and seemingly goal oriented for the most part in class they are respectful of the teacher and quiet people are not prejudice about who to be friends with either","diversity"
"721","Positive",2.98099327087402,"my classmates are friendly and involved with the university","community"
"722","Positive",4.28123903274536,"my classmates are very animated and fun loving","community"
"723","Positive",2.51998805999756,"diverse the students here are from almost 140 different countries and from all over the country","diversity"
"724","Positive",2.47497344017029,"my classmatwes are very energetic and eager to learn","courses"
"725","Positive",4.28298091888428,"everyone is extremely nice even when they have no idea who you are","community"
"726","Positive",4.30107736587524,"my classmates are willing knowledgeableoutgoinghelpful and open to new things","community"
"727","Positive",2.82636022567749,"my classmates are hardworking since i am in the honors college at ucf but in some of my other classes there are slackers","courses"
"728","Positive",2.37248635292053,"my classmates ae diverse","diversity"
"729","Negative",1.5580153465271,"poser adults","diversity"
"730","Positive",2.91168737411499,"my classmates are energetic creative and outgoing we are the kind of people that are more handson and social rather than the kind the kind that sit around and work with numbers we are innovators of the business world of tomorrow my fellow classmates and i will one day be the people that are creating the catchy advertisements you see on television the people writing articles in magazines on all of your favorite celebrities and most of all we will be enjoying what we do","diversity"
"731","Negative",3.38748288154602,"classmates range from right out of high school to returning students most are very dedicated to the idea of school and learning the majority are working class there is a variety of different cultures present also","diversity"
"732","Positive",4.18496608734131,"all of the people that i attend class with and meet on a daily basis are nice ginuine people everyone is attending the university of central florida for the same purpose which is to get a degree of their choice and graduate with the hope of getting a good job","community"
"733","Positive",4.30385446548462,"my classmates are intelligent diverse friendly condescending and creative","diversity"
"734","Negative",0.286790370941162,"my classmates are very intellegent and know what they want in life","community"
"735","Positive",0.64965146780014,"i perceive many to be ungrateful for their opportunities and trying to get by on minimal effort","outcomes"
"736","Positive",4.14828395843506,"my classesmates are helpful and very friendly","courses"
"737","Negative",3.58047580718994,"my classmates push me perform my best and learn as much as i can in an environment that allows for most progress","community"
"738","Positive",4.26765727996826,"my classmates are extremely interesting they are so diverse and friendly its really amazing","diversity"
"739","Positive",4.26223564147949,"classmates at ucf are respectable and very friendly ive met many friends ucf is a very diversified school and people enjoy it that way","diversity"
"740","Positive",3.76284742355347,"students at ucf are eager to learn while taking time to experience life outside of the classroom","community"
"741","Positive",4.09594345092773,"my classmates are energetic hardworking and intelligent","community"
"742","Positive",2.83868265151978,"my classmates are people who are of all races","diversity"
"743","Positive",3.66213917732239,"my classmates across the board are hardworking driven students that work together to solve problems and further their learning experience","community"
"744","Positive",4.0433087348938,"very artistic interested in thinking out of the box and willing to work in groups prokect oriented classes make students become aware of their peers and what brings them together all seem accepting for who you are and what you have to offer","courses"
"745","Positive",4.2351508140564,"my classmates are motivated and persistent on learning and developing capabilities in the areas of studies theyre in striving every day to become what they desire and have always wanted to become","community"
"746","Positive",4.18805837631226,"the future","outcomes"
"747","Positive",4.29054880142212,"my classmates are a diverse group with many different interests and when we all come together our learning experiences become complete","diversity"
"748","Positive",1.29106044769287,"at ucf my classmates come to campus ready to learn they tend to very focused and very understanding of others i feel as though i can count on them and ask them questions about our classes and they are willing to help my classmates are also very diverse as well so everyone is able to feel comfortable","diversity"
"749","Positive",4.30133438110352,"my classmates are respectful diverse intelligent and people that are very easy to get along with","diversity"
"750","Positive",4.303551197052,"my classmates are mostly hardworking outgoing and motivated college students","community"
"751","Positive",4.2490177154541,"my classmates are critical thinkers","community"
"752","Positive",2.96256542205811,"all my classmates are very diverse and at many levels of acadmeic success","diversity"
"753","Positive",2.53810596466064,"my classmates are ljust like any other students in other schools would be like","community"
"754","Positive",4.30338001251221,"the students are dedicated focused and brilliant","community"
"755","Negative",1.90853226184845,"my classmates are diverse interesting and invested in their futures","diversity"
"756","Positive",3.88926696777344,"my classmates are usually helpful although most dont share the same ethnic background as me i notice the social habits and study habits of caucasion students to be very different from my own","community"
"757","Positive",4.17804527282715,"diverse there is such a great mix of students and majors at ucf that it keeps every class fresh and new","diversity"
"758","Positive",3.57899880409241,"my classmates have the same goals that i do to acquire a higher education focused on our desired careers to be involved on campus through clubs and student organizations and to ultimately do well in school and graduate","outcomes"
"759","Positive",4.26643514633179,"my classmates come from across the spectrum of life  all of us different in many ways but all there to learn and excell","diversity"
"760","Positive",3.26107740402222,"they dont need you they have their own friends","outcomes"
"761","Positive",4.29029607772827,"my classmates at ucf are all here because they want to be they are very respectful and pay close attention","community"
"762","Negative",2.89213371276855,"there is no room for judgement because my classmates are so diverse so unique a meltingpot so to speak where people accept you and embrace you for who you are and its a comfort knowing there are always people who care that we all breathe the very same air here in the ucf community we all are striving to acheive our common hopes and our similar dreams","diversity"
"763","Positive",0.829316973686218,"its all new to me and i am learning with every step of the process","community"
"764","Positive",1.09068655967712,"my classmates are cooperative supportive and determined to learned just like i am","community"
"765","Positive",4.29568576812744,"my classmates are just like me inn a sense that they are all here to experience postive change they want to stimulate their mind in ways that they have not before and further their education they are here not just to earn a degree for a job but because they want to grow and mature","community"
"766","Positive",4.26987934112549,"my classmates at ucf will be adventurous articulate driven focused goal oriented show classroom ethics hard working and hopefully they will be lifelong friends","community"
"767","Positive",2.63024139404297,"my classmates are motivated and inspired not only by themselves but by the incredibly supportive staff at university of central florida","community"
"768","Positive",2.93751001358032,"my classmates are all odd and unique but they always remain a pleasure to work with as they widen my perspective to different ways of cultural thinking","diversity"
"769","Positive",4.27665424346924,"im an online student but virtually my classmates seem to be like me holding down a job family life and school","community"
"770","Positive",4.2940993309021,"my classmates are there to study to learn and not to mess around and waste their intuition money on pointless thrills that will never last","community"
"771","Positive",2.68640971183777,"my classmates are generally highly academic but also find time to work in busy social lives they are highly opinionated and like to encourage other students to see things their way they are also generally liberal and environmentally concious and impress these views both on fellow students and on the university at large most students are very friendly and willing to help others around them","community"
"772","Negative",1.53259873390198,"most of my classmates are working adults or mothers with children","diversity"
"773","Positive",4.20583581924438,"my classmates are driven social and often display a genuine desire to learn about and immerse themselves in the global community around them","community"
"774","Negative",0.0734710693359375,"focused individuals","outcomes"
"775","Positive",4.28371906280518,"im like a small fish in a tank full of sharks my fellow students here at the university are very territorial and do not mind ripping anyone to shreds who stand in their way of an opportunity or advance yes these kids are very competitive","outcomes"
"776","Positive",1.41409015655518,"everyone around me is going through exactly the same experience and just like me they are all nervous and unsure of themselves","community"
"777","Negative",0.631859600543976,"my classmates are awesome most if not all of them are really dedicated to learning and are amazing to work with in group settings my classmates are really diverse seeing as they come from a myriad of backgrounds this tends to bring about interesting conversation among us not to mention its also an invaluable learning experience","diversity"
"778","Negative",1.82571506500244,"so far the classmates i have come across in my college career are respectable well adjusted young adults every now and again i will come across someone whose parents are forcing them to attend those types of people set a bad example by messing around and blatantly not caring about their education","outcomes"
"779","Positive",4.30526065826416,"they are a very intelligent and diverse class my classmates are hard working and motivated to be the best","diversity"
"780","Negative",2.96970796585083,"students learn in coorelation with the overall quality and ability of the professors","professors"
"781","Positive",4.27967262268066,"describing classmates is really not hard just because i always find the way to create a professional relation with the person i had many classmates through out my college experience i had some classmates that i could say really had the same urge and passion for the books some of my classmates really dedicated their time to study and triumph in life","community"
"782","Positive",4.23400545120239,"my classmates can be described using three simple words unique intelligent and competitive","diversity"
"783","Positive",4.28274345397949,"classmates at ucf are very diverse and normally enthusiastic in the lower level classes students tend to not focus or care on the studies in the upper level classes students are a lot more focused and seem to care a lot more","diversity"
"784","Positive",4.2703104019165,"my classmates make me feel old","community"
"785","Negative",3.12805604934692,"most of my classmates are very school spirited and truly focused on their education they are diverse and a lot more open and wellrounded than those in high school","diversity"
"786","Negative",1.7390193939209,"my classmates are extremely diverse and openminded which is a big reason i chose ucf we are all proud to share and discuss religions politics and ethniticites that may differ from anything else we may have ever learned previously","diversity"
"787","Positive",4.30310916900635,"my classmates are very helpfull and very eagered to learn and achieve their goals","community"
"788","Positive",4.25658798217773,"many of my classmates are younger than i am i already have a family to support so i do not have a lot of time to socialize with anyone","finanical"
"789","Positive",4.20035552978516,"my classmates are diverse and differ in economic and social status we have a sorority and fraternity community here but it is not as big as other universities most people are nice and fun","diversity"
"790","Negative",1.89374387264252,"my classmates are amazingly bright and brilliant","community"
"791","Positive",1.24928545951843,"each semester i meet new people girls and guys who are all very different from the last and people arnt afraid to be themselves because most students are open to other beliefsideas","diversity"
"792","Positive",2.80153703689575,"students here are diverse but there is a sense of unity","community"
"793","Negative",0.976389110088348,"well im a new transfer from florida hospital but my first impression has been a little disappointed the students at the new campus dont seem to be friendly so far however i believe its still too early to judge the students at the campus","community"
"794","Positive",3.28435468673706,"my classmates at the university of central florida are very outgoing and laid back people they create a very easy environment to feel comfortable in class which allows the you to get the best oppurtunities to learn at ucf everyone is apart of a culture that loves its school and everything around it students are very active in the classroom as well as the the activities the university provides for the student body if this is the environment that you are looking for as a prosepctive student then ucf is where you wanna be","community"
"795","Negative",1.34089457988739,"not very social and tend to study hard in class and socialize only off campus","courses"
"796","Positive",4.29353332519531,"i find that my classmates are very diverse we all come from different backgrounds and social status we all are unique in our own individual way and its nice to see people who grew uo differently or who have different problems of their own come together to help each other but i also notice that the classmates i have are very competitive in their field the competition i find is very fierce when it comes to engineering majors and preprofessional students we all are trying to get those very limited positions and make our dreams come true","diversity"
"797","Negative",4.51969718933105,"my classmates have transformed their perspective in life to be successful as they have different goals they would like to achieve in their lifetime","diversity"
"798","Positive",2.91080236434937,"my classmates are very dedicated to what they are doing and take trips off campus to the bars to try to unwind after every week of classes","courses"
"799","Positive",4.28579521179199,"my classmates are young foolish and fun","community"
"800","Positive",4.26616954803467,"people of all ages ethnicities cultures and backgrounds with varying life experiences coming together to learn about a common subject matter as well as to share what they know about life","diversity"
"801","Positive",0.647343873977661,"they are diverse and interesting","diversity"
"802","Positive",4.19409847259521,"i have found that the students attending ucf in my fall classes were interested in learning and took advantage of the academic environment to its fullest i enjoyed going to classes told tell my parents that and met a lot of interesting people in my various classes","courses"
"803","Positive",4.15835332870483,"everyone is hardworking and driven to learn","community"
"804","Positive",2.71512699127197,"my classmates are varied from being active participants in class like me to showing no interest in learning","diversity"
"805","Positive",4.26155376434326,"my classmates are very schooloriented and full of enthusiasm towards their goals","courses"
"806","Negative",1.26580572128296,"the majority of my classmates are very focused","community"
"807","Positive",4.23462343215942,"very competive with grades but are willing to help if you need it","community"
"808","Positive",4.22519588470459,"the majority of my classmates seem friendly willing to help  learn openminded and logical","community"
"809","Positive",4.0274600982666,"my classmates are intelligent considerate of our country and the environment and ready to lead their own lives successfully","outcomes"
"810","Positive",3.71626281738281,"this is near impossible because everyone in my classes have been different from each other but to describe them in one word unique","courses"
"811","Positive",4.25795936584473,"its hard to describe all of my classmates because the campus at the university of central florida is very diverse just from sitting in a classroom you can leran so much about different cultures and parts of the world because during classroom discussions you can hear viewpoints from all different types of people","diversity"
"812","Negative",4.31364965438843,"the students at the university of central florida are intelligent and serious about school but they also know when to relax and have a good time","diversity"
"813","Positive",4.25255250930786,"the only adjective that immediately comes to mind is diverse such variability that is completely unable to be limited by a single sentence","diversity"
"814","Positive",3.18959951400757,"my classmates range from person to person some are hard working and smart while others are not as bright but more exper enced all in all the students seem to work together and everyone helps everyone else","diversity"
"815","Positive",0.767208635807037,"most classmates i have had are friendly and very helpful","community"
"816","Positive",4.28216505050659,"kind and diverse usually everyone that bothers coming to class pays attention and if you say hi to someone the first few classes you can share notes or study together later on","diversity"
"817","Positive",3.72749948501587,"my classmates are hardworking and earger to help each other succeed","community"
"818","Positive",2.9195065498352,"they are fun extraordinary hardworking exciting productive original different incredible independent devoted friendly motivated dynamic individuals and young adults who try to succeed in class and their chosen professions","diversity"
"819","Positive",3.73320579528809,"my classmates are culturally diverse they make learning and studying enjoyable and they are very outgoing and helpful during study sessions","diversity"
"820","Positive",4.26834583282471,"they have many diverse interests which when put into collaborative groups only flourish even more so","diversity"
"821","Positive",4.22973489761353,"my classmates are very musical","diversity"
"822","Positive",3.49101448059082,"my classmates are always engaged in learning and are friendly","community"
"823","Positive",2.14210772514343,"introverts showoffs","diversity"
"824","Positive",4.19067573547363,"my classmates at university of central florida are very diverse in ethnicity religion sexual orientation political views goals and other aspects in our lives but we learn from each others differences","diversity"
"825","Negative",2.10464763641357,"my classmates are great caring  supportive and willing to help without a having to question it","community"
"826","Positive",1.63814318180084,"very driven individuals","diversity"
"827","Positive",4.23723983764648,"my classmates are inspirational motivators and challenging in a positive way","community"
"828","Positive",3.5769510269165,"classmates are willing to help any way they can","community"
"829","Positive",3.03450727462769,"a diverse set of people who are determined to achieve and will set the path for success ","diversity"
"830","Positive",4.24826383590698,"they are typically disinterested but desperate to graduate","outcomes"
"831","Positive",4.28330755233765,"willing to learn and better themselves through education","community"
"832","Negative",1.73574101924896,"i really only know my classmates from ucf from being in online chat groups as well as a few coworkers of mine that are enrolled in the same courses that i am however everyone was eager to be in class its definitely a different type of class atmosphere i wasnt sure how it would work out initially but i was pleasantly surprised to see that everyone in these classes were goal oriented i noticed that my classmates were very willing to help answer questions for eachother and many even liked to meet up with eachother to study","courses"
"833","Negative",2.74201321601868,"my classmates are interesting but busy much like all college students i suppose","community"
"834","Positive",4.28863763809204,"they are all different","diversity"
"835","Negative",1.12741959095001,"my classmates are very motivated and determined","community"
"836","Negative",-0.0057695135474205,"there are so many of them here compared to my high school","community"
"837","Positive",2.97078561782837,"diverse and open to others very friendly","diversity"
"838","Negative",1.67607378959656,"always willing to have fun but when needed willing to crack down and focus on what they need to be doing","community"
"839","Positive",4.2318000793457,"my classmates now that im in my majorfocused class are really well prepared hardworking and genuinely interested in what we are learning","courses"
"840","Positive",0.184508472681046,"mostly all females nice upbeat and excited to be teachers","diversity"
"841","Positive",4.30230665206909,"my classmates are not much different from me","community"
"842","Positive",1.64191436767578,"i take online classes so they participate in discussion postings","courses"
"843","Positive",1.4385484457016,"outgoing and smart","outcomes"
"844","Positive",3.47709274291992,"average","outcomes"
"845","Positive",3.84805202484131,"determind to do well in their degree they still like to have a balance of fun","diversity"
"846","Negative",4.26944351196289,"my classmates are very friendly and open to anyone who is in need of help","community"
"847","Positive",3.8635835647583,"individuals to socialize with and give me motivation to do better in class","courses"
"848","Positive",4.01998901367188,"most of my classmates are driven individuals with goals and purposes in life","diversity"
"849","Negative",2.84619331359863,"motivated go getters that plan on getting somewhere valuable in life","outcomes"
"850","Positive",4.30449628829956,"they are energetic and interested in learning","diversity"
