"","V2"
"117","Portland weather sucks.  Be prepared for that.  You absolutely cannot be grade oriented here, and you must want to learn.  Reed is a challenging school and most kids drop out their first year.  But if you make it, it will change your life in ways that no other school will.  Reed will not teach you facts, it will teach you how to learn and before you know it, you're the one people come to for facts because you're the one that found them.  If you're really interested in Reed, then leave this website, get on a plane, and visit.  Also, if your parents really want you to go here for the name, make sure you really want to go here for a better reason than that.  Its going to be hard to beat Reed's academics and few institutions in the US can do it."
"118","Reed is an awesome place!"
"119","Overall, Reed can be a really wonderful place, but this is entirely despite the administration.  Reed's president, Colin Diver, is pompous, conservative, and far more interested in representing the interests of wealthy board members than in representing the interests of the student body.  He has refused to follow through with student supported policy like banning Coca Cola products, or products made using sweatshop labor, citing political neutrality. He refuses to acknowledge that refusing to ban sweatshop labor is not a neutral statement, but a statement that says he supports sweatshop products and does not respect the wishes of the students. Most recently, Reed's history of covering up problems with drugs is coming to light. This is happening only after a student died recently of a heroin overdose. The administration does not report drug overdoses or the prevalence of drug use and drug dealing so that drug culture will not be reflected in any statistics. Instead, they reject applications from students with drug histories, send students with drug problems on medical leave without support, and make every effort to keep things very hush-hush. 
Sometimes it seems like Reed's only credibility and accountability comes from a small number of conscientious faculty, staff, and students."
"120","It would take pages and pages and pages to describe Reed here. This isn't even the beginning. Don't come here if you don't have an open mind, or can't get along with a lot of different types of people."
"121","""Say Anything""? Oh my god, the survey caught the reference before I even submitted the page!"
"122","Reed is a crazy, incredibly intense place. It is not right for a lot of people. A lot of people leave -- because they can't handle the workload, because they can't handle the pressure, because they slept with too many people and can't handle the social atmosphere anymore -- but the ones who stay are the ones who think it's worth it. The ones who stay are the kind of people who can bury themselves in academia for days on end and love it. If you don't like learning, this is not the right place for you. But if you've ever found a subject that made you spend sixteen hours straight reading articles and journals and trying to find a new slant, a new angle that will make, say, Shakespeare seem new again, then come to Reed. And try not to quote Derrida too much, because Derrida was a snotty, pretentious asshole, and we have enough people like that."
"123","If I could tell Reed as a whole any one thing, I would tell them to learn RESPECT. I know they all should have learned it in elementary school, but somewhere along the line, that vital part of education dropped out. It needs to make a big comeback."
"124","Get off campus when you can. Reed's awesome but the highly compressed brainpower makes your head hurt after awhile. Frequent excursions remind you that the real world exists and help you to appreciate campus more when you get back.  

I have a bit of a love-hate relationship with Reed, by which I mean that even if I'm hating the work or the stress or the bullshitting intelligentsia, I fucking love the place. There's a swingset. And cold late-night walks to the seven-eleven. And people to get into fun pretentious arguments with about music. There are pot-smokin' hippies (myself included) on the roof. Every once in a while there's a random naked person. Everyone's invincible and awkward and young and smart and insecure. There's always intelligent conversation if you want it. It's not heaven, it's not all I expected, but it's a good place. I've never yet regretted coming."
"125","If I could say one thing to convince prospective students not to come to Reed, then I think my candor would be worth it.  It would save a lot of students potential headache, heartache, and addiction problems.  So please, if you are a parent of a prospective student, urge your son or daughter not to matriculate at Reed."
"126","Reed makes no sense. It's sort of pretend."
"127","Reed contains many eccentricities that are not immediately appealing to the average person. However, I feel that for the right students (those with a great passion for something, those who like to have fun, those who care about human interaction, those who are willing to struggle against a rising tide of homework and then RESPONSIBLY *wink* drink the stress away at the end of the week) it is a challenging and rewarding place to study."
"128","Reed is really awesome. I would not like to go anywhere else. I just wish I didn't have to fulfill the science requirement."
"129","Reed has a beautiful campus! Every spring, the cherry, dogwood, and magnolia trees bloom in a dramatic show of color. 

We have no corporate fast food chains, and the campus food service uses locally available food suppliers often. It has a healthy menu.

Reed requires all students to take a year of Humanities studies that include the classics of Ancient Greece and Rome, and the Old and New Testament. An alternative humanities based on Chinese culture and history is available as well."
"130","Awesome. a lot of free food, discussion...work. Love."
"131","The social life is really lacking and stifling because of the Reed Bubble. Really think hard if you want to learn anything practical because so much of Reed is about theory. Unless Reed becomes more diverse in the future, if you're a minority of any sort, I'd reconsider."
"132","Renn Fayre happens at the end of the year.  It is a time of great madness and trippiness and possible bad decisions.  No one should miss it."
"133","My biggest complaint about Reed is it's Career Services opportunities.  They offer you specific options in certain cities that they know about, but if you're like me and want to go home to Knoxville, Tennessee with an internship, they don't have much for you.  They will help you edit your resume, offer you what they've got, and then tell you to use your own resources and social networking.  In the end, I had to do most of the work myself."
"134","Atheism! Communism! Free Love!"
"135","Reed can be a really hard place to make and maintain friends- but the ones that you do make will likely become really close to you as you carbon bond to each other for dear life over the years. It would be impossible to get through this school without at least one or two close friends to help you through the really tough times."
"136","In my neuroscience lab, we are currently in the process of transplanting nigral stem cells into a subject with Parkinson's disease to assess the possibility of the disease's remission and even its cure. Just kidding."
"137","If you know you will fit in here, then there is no better place in the world for you."
"138","This school is ever-changing; everything you think you know by the end of the year changes as soon as you come back, Reed is constantly in motion."
"139","Reed is a hippie-liberal, small, private school in Portland for nerds who want to become professors or experts in a non-practical academic field."
"140","This college promotes a severe alienation of the intellectual mind from bodily, earthly and community experience; for urban, drug smoking, rich hipsters, it's perfect."
"141","It is probably the hardest thing I will ever do."
"142","Reed is an academically rigorous school for students who put academics first, but party on the weekends and experiment with lots of drugs."
"143","A 360 view of a lush green lawn on the Reed College campus."
"144","It's hard to describe my school in one sentence but I'll try: perfect."
"145","A brief narrated tour of Reed Canyon."
"146","A 360 degree tour of the Library, Bio/Physics buildings/Vollum quad"
"147","The best thing about Reed is the sense of freedom and individuality that the student body are allowed to express on campus. It is such a special and unique environment. However to this end, it does seem very detached from the wider community. Students talk about the ""bubble"" effect at Reed with a lot of pride, which I think maybe a little misplaced. While I agree that is does make for a very intense and idiosyncratic experience it create a bit of tunnel vision.


 The campus is really homely, loads of places to hang out.

There is a lot of pride amongst the Reed community.

My Renn Fayre was possibly the most hectic, eventful, terrifying and wonderful three days of my life. I made out with way more people than I would care to mention. Danced till I was sick. Drank too much . It is impossible to put it into words. It completely warrants all those lame turns of phrase like ""impossible to put into words"" and ""you have to experience it for yourself""."
"148","Certainly one of my favorite things about Reed is how much Reedies love it.  I have not often had the privilege of being a part of a community that is so proud of what is it capable of, that so deeply wants to be a community, and that cares so much about what being a part of that community means.  Reedies have by no means universally agreed upon what our community means, and that's part of what's so wonderful about it: we take the time and spend the energy to get together and talk about what being a community means to us, and about what our responsibility is to that community, to ourselves and each other."
"149","In my first month at Reed, I lived the unofficial motto: ""atheism, communism, and free love"".  I had my brush with polyamory, hallucinogens, and the posting of pornography in the social room of my dorm.  Four weeks was about how long it took to get me to realize that these things don't work particularly well as a lifestyle.  Sure, it was fun at the time, but I paid for it in mental well-being and embarrassment.  

These moments allow a sort of chronicle of what we are capable of, which is useful.  They make me realize that I can be truly crazy, but that I can't be crazy all the time; I must balance my weirdness with my achievements, and my sketchy run-ins with stable friends that I can trust."
"150","One of the best things about Reed is that it presents so many opportunities. It's very expensive, and if I could change it, I'd change the tuition. But if you take advantage of all the things Reed has to offer, it's worth it. Gray Fund sponsors trips around downtown Portland, outdoor camping/activities of all sorts, and cultural trips. There are sponsored talks and subsidized concert tickets available. There's always something going on around campus and usually, it's free or next to nothing to get in.

In all, I think the size of Reed is just right. Before I found Reed, I though I wanted to go to a large school. Now, I'm exceptionally glad I didn't. Reed is big enough not to feel like you're trapped, but small enough to create a tight community. With everyone bound by the Honor Principle, there's a sense of trust and good vibes around campus. I've talked to friends who went to UC Berkeley and UCLA, and they've had trouble making new friends around campus because the place is just too big. That wouldn't happen at Reed. From the very beginning, it's easy to meet new people and Reed can feel very comfortable.

Incidentally, don't go to Reed if you're bothered by people asking ""Where is that?"" whenever you tell them where you're attending college. Reed has an extremely good reputation for the quality of students it puts out, so even if the general public doesn't know, the academic world does. I'm sure more conventional college guide books could tell you all about Reed's distinctions.

I spend a lot of time in my dorm, actually. Most freshmans have divided doubles, which are basically two rooms connected to each other. The outer room connects to the hallway, and the inner room connects to the outer room, but there's a full wall and door in between. The rooms are pretty spacious and rather comfortable. When I really need to work, I'm in the library which I fondly think of as a well-lit catacomb. It is extremely conducive to productivity.

Portland isn't really what I'd think of as a college town, though there are a good number of colleges and universities in the area. Nonetheless, Portland is an awesome city. It has a great (and relatively easy to learn) public transit system , and there's a lot to do downtown. Also, many things are in walking distance of Reed (e.g., Safeway, Hollywood Video, restaurants, bars, cafes, etc.). Though, to be honest, my idea of 'walking distance' has changed somewhat since I moved from California to Portland.

I don't know much about the administration, really. There are controversies happening now about the Drug and Alcohol policies, but I doubt there are many 'wars' between the students and administration. I think part of the problem now is that many long-time administrators left Reed and a lot of institutional memory disappeared with them. So it is a bit of a rough time, but I don't expect drastic changes.

There are mixed feelings about Reed with Reedies. Some people love the place, some people feel miserable. Really, just like any other school. However, because we don't really have sports teams, I'd suppose we're not particularly prideful in the traditional way. Reed has required PEs of all different sorts meant to encourage life-long fitness, but we don't have a football team or anything like that. Our basketball, rugby, and ultimate frisbee teams do compete, though. Just not on such an organized level.

A word about CSOs: Community Safety Officers are your friends. As far as I can tell, this is an anomaly among campuses. They're just what their name implies, safety officers. They care more about the health and security of the students than about busting them for policy violations. That said, it's very rare for students to die from drug or alcohol use because their friends were too afraid to get help. CSOs are extremely friendly and capable.

Also, no discussion about Reed would be complete without talking about the Honor Principle. Instead of having a long series of penal codes and regulations, we have the Honor Principle. Basically, it asks that students be considerate. Reedies are to consider their actions and not do anything which may bother or harm another. The campus is pretty free of litter. People rarely cheat on tests, even when professors allow us to take them home and do them on our own. Reedies will follow  the time limit, not use notes, etc. Reedies will trust other Reedies to drive long distances with each other to get home for break, even if they don't really know each other. It's part of the community here. There's so much more to it. Things around campus are mostly in danger of getting stolen not by other Reedies, but by people who just walk on.

Reedies often complain that Reed isn't quite what they thought it would be. They thought that Reedies would be happier and smile more. That they'd be more insightful and less petty and apathetic. I think this is a recent development, really. I've been feeling somewhat the same way. Really, I bet it's just like any other campus. We were just wishing that Reed would be different."
"151","The best thing about Reed is the academics. I love my close and informal relationships with my professors. It really helps me learn in a relaxed manner. I also like how fortunate everybody feels in being here. It's really beautiful. My school is just the right size, but I like the small school environment and I was used to a small school in high school. Most people don't know what Reed is when I tell them I go there, but the ones that do know what it is are impressed. Portland is a great college town. It's easy to get around without a car. There are cheap concerts and lots of other colleges, which makes for a lot of young people in the town. I spend most of my time in my dorm or in the library, but I try to get off campus at least once a week. The school provides everything so people end up getting trapped here. There is a lot of school pride, but it's more nerd pride. We don't have active sports teams. We're just proud of how hard we work. EVERYTHING about Reed is unusual. It might not prepare me for the real world very well because it's so easy and relaxed here. The honor principle doesn't hold in the rest of the world, which is sad. I prefer it."
"152","Sometimes I feel as though the school is too small. Because we spend so much time on campus, it can feel as though one is seeing the same people over and over again. Sometimes I wish that were different."
"153","Reed is phenomenal because it's not afraid to be itself.  It may be a little awkward, seem somewhat kooky, act overly intellectual, and need to shower a little more often, but it does it with pride.  When I'm on campus I'm either in my dorm living room or dining room, in the Paradox coffee shop, or in the student union.  The campus is small and easily accessible, but if you're feeling trapped downtown Portland is only a bus ride away.  The biggest controversy is the Humanities program, and it's required freshman course featuring only dead, white men.  While important, students are crying out for a little more of a cultural sweep of the time periods we study.  I will always remember the naked streaking through the library, the afternoons spent on the lawn in the sun, and the arguments about Lucretius in my dorm's dining room."
"154","The best thing about Reed are the classes without a doubt. My professors are ridiculously intelligent and funny and caring and strange. Reedies love to share anecdotes about our favorite professors. The conference style of classes (10-15 students discussing readings with a professor) is really helpful, because the format forces you to learn how to articulate your ideas. Plus it's a lot of fun. It's because of Reed's small size that the conference style of class is possible, but sometimes it does feel a little small. People I barely know know weird things about me. 

I spend most of my time on campus, but only because I am pretty familiar with the Portland area. It's one easy bus ride to get downtown, and Portland has a really great vibe. There are a lot of really good independent coffee shops, and the city is very bike friendly.

I personally don't care too much for the Reed administration. I think, while well meaning, they end up disrupting the teaching and learning of professors and students. I don't think they take our self-governance as a student body seriously. I think they are quick to write off professors and students as out of touch with the real world. Given that we are in the business of education, they come off as a little silly to me. 

There isn't a lot of traditional school pride, but I think that people who go to Reed think of themselves as Reedies for the rest of their lives. My dad went to Reed, and I think he would still consider himself a Reedie. In that sense I think there is a lot of school pride. While we don't have days that we all wear Reed colors, we all appreciate the education and experience we are getting. We also have the Doyle Owl, a 300 pound cement owl that serves as our unofficial mascot. One of the highlights of my freshman year was being able to touch the Doyle Owl. Everyone covets it."
"155","I love the small size of Reed, and the heavy focus on academics. I'd offer another place to eat besides Commons. Reed is the right size. People are impressed when I tell them I go to Reed (because of the academics), or they're never heard of it. I spend most of my time on campus in classes or in my dorm room. Portland is not a college town, though it does have a few colleges. It is just a medium sized city that happens to have colleges in it. A recent big controversy was whether or not to get rid of the soda machines around campus, but not many people participated in it. I think there is a lot of school pride. Reed is unusual in that we don't have frats/sororities, large professional sports teams. I'll always remember how excited and happy the first time I arrived here in O Week and just wandered around the campus with a huge smile on my face. Most students complain about the poor quality of food and too much work and not enough sleep."
"156","Best thing about Reed? I would say the support and closeness you can obtain from friends, faculty, and alumni. Reedies really like to help other Reedies. One thing I'd change is having more options for science courses, some of us aren't science majors and its really really difficult! It would be great if there were a ""dumbed down"" intro science, or something like astronomy or geology. Rocks for Jocks! (I just like that saying). I think Reed is just the right size, one of the reasons I decided to come here was because of the size. It's great for class because everyone has a voice, and discussion is more interesting for everyone. You also have a better chance with getting to know your professors. When I tell people I go to Reed, if they know about Reed, they either say ""oh that's a great school!"" or they ask me if I've smoked pot in the thesis tower...or something along those lines. It's interesting. I spend most of my time in the library, in class, or in my room...but that's just me. A lot of people seem to live in the library, especially seniors. Oh goodness, the biggest recent controversy on campus was that someone hung up some fake people (stuffed clothes) from the trees in eliot circle for halloween. Everyone was very upset because it simulated lynching, and people thought it was racist. The person who made them explained he just meant it as a scary halloween thing, and meant no harm. I think people freaked out about it just a little too much. Not to say that racism isn't a serious subject, but when I saw them I didn't think ""racism!"" I thought, ""oh, someone put up halloween decorations...spooky."" Oh man is there school pride, Reedies love to be Reedies. Atheism, Communism, Free Love! Doyle Owl! Renn Fayre! Is there anything unusual about Reed? Yes, lots...especially the students in general. We are weakling nerds but we fight like rabid dogs over a piece of cement shaped like an owl, seriously, people get hurt.   Renn Fayre, what an odd tradition...and also something I'll always remember, sort of."
"157","reed is a very specific kind of school, and it has earned the respect of a lot of people.  when i tell others that i attend reed, they are either unfamiliar with it (because of its size), or they are very impressed.  it has high standards, and it's challenging but very supportive.  i say that it is specific because not everybody can deal with the academic or social rigors of reed, so the school does a good job of only accepting students who can handle it, but that tends to lead to a very narrow demographic.  the students tend to be very politically liberal with a generally open attitude towards drug use.  reed isn't like it was in the old days, but the fact that drug use has declined doesn't mean that it isn't still an integral part of reed culture, and probably reed has a more prolific drug culture than most campuses in the nation.  however, it is still easy to be completely removed from that scene and have a very clean experience at reed.

also, although reed is in portland, which is a beautiful and stimulating city, most reedies who live on campus rarely leave it.  this is probably because everything you might need can be found at reed or within a few blocks of it, but also there are always copious amounts of homework to be done, which sucks up the available time in a day."
"158","Reed offers a fantastic education, possibly unparalleled by other undergrad colleges/universities.  The student body feels a little too small, but this makes for small class sizes and intimate academic conversations.  When I tell people I go to read they either raise their eyebrows and approvingly say, ""Ohhh,"" or, ""You have to be very smart to go to Reed,"" or they ask: ""Is that a community college?""  In other words, if they know the school they think highly of it; otherwise they haven't heard of Reed.  Most Reedies spend most of their time at the library, or else say that they do.  Students complain that they have too much work, that they haven't gotten enough sleep."
"159","The classes are good, but could be a little smaller. I have only had one small class in my four years here."
"160","The best thing about Reed is that you really get a sense that you're at COLLEGE. The buildings are old and made of brick (well, at least some of them), and a lot of the professors wear courderoy pants and almost never take their noses out of books.
The other truly great thing about Reed is the conference. Although I've only had maybe 2-3 that really worked- when everyone participates and doesn't just watch shyly from a corner of the table- the discussion can be really fulfilling and exciting.
The downside is that it's getting to be less and less like this as Reed allows in more students. The constant new construction over this year has been irritating, and is only going to make class sizes increase as we allow for class sizes to continue to grow. This also means larger conferences which often are harder to control and to participate in. Losing this would, in my mind, be losing the essence of Reed."
"161","The best thing about Reed is that it is an entirely unique place.  I often wonder what other schools must be like in comparison.  At Reed, anything goes, and there will always be people to both support and challenge you.  Reed is a passionate place.  When I tell people from my hometown that I go there, no one has ever heard of it.  In Portland, people may say, ""Oh...that's a hard school to get into, right?""  The funny thing is that I don't think anyone applied to Reed because they thought it would be difficult to get in, or because they wanted to impress people.  People go to Reed because of the vision it presents to them, and they stay because what they actually experience there clicks with them.  I spend most of my time on campus in the library, like most people.  The library lobby is a great place to meet up with people and socialize.  It often feels like the hub of campus.  There is a lot of school pride at Reed because everyone is so dedicated to this school.  Even if your relationship to Reed is love/hate, the love part is usually strong enough to make you want to preserve this quirky place.  The most frequent student complaint is, ""I have so much work to do.""  Followed by, ""The drug and alcohol policy is actually getting enforced!""  And then, ""Reedies are so awkward.""  The first and last of these are said with a sort of resigned pride, however.  It is a way to relate with people in a common environment.  As for the drug and alcohol policy, I think people will always be debating that one.  We have incredible freedom here to experience drugs and alcohol, but people want to make sure that freedom is not being restrained due to liability or concern over the college's public face.  Related to that freedom, perhaps one of the most unique institutional aspects of Reed, is the Honor Principle.  There is no strict definition of the Honor Principle.  It is something that is continually being worked out within individuals and among groups.  The Honor Principle does not tolerate stealing, plagiarizing, harming other people, being disrespectful, defacing the property of others, etc.  Its exact nuances are always up for interpretation, but it is a principle and a sense that is woven throughout Reed.  I think it is more about a sense of goodwill than a set of rules."
"162","As a starry-eyed freshman, I came to Reed a semester ago with a pretty idealistic image of Reed. There are some things about Reed that I was completely wrong about, people that I wish weren't here. However, I remain in awe with Reed, and can't think of any other school that can even compare. I love the size of the school. I believe that a college should be small enough so that most faces are recognizable, which is why I applied to mostly small liberal arts schools (Grinnell, Bates, Carleton, Whitman, etc). Class sizes are small, which is great. The reactions I get when I tell them that I go to Reed are variable, but predictable. When I'm with more intellectual people, they tend to be impressed. When I'm outside intellectual spheres, most people haven't heard of Reed, or they comment on Reed's ""weirdness,"" often in a negative way. The biggest controversy on campus seems to be acceptance. Reedies tend to be liberals that were brought up in very safe environments, so they believe that ""we are post-everything."" Many Reedies have a hard time believing that racism, sexism, and class issues still exist. There is a lot of school pride. Reedies know they are smart and aren't afraid to show it, especially off-campus."
"163","I will always remember those romantic weekly bubble baths with my dormies. 

Then there was that time we abducted a prospie. Oh, Reed."
"164","I love Reed because the college treats their students like adults. Reed gives us almost unchecked personal liberty - as regulated by the Honor Principle - and encourages us to solve community problems as a community, without jumping first to institutional intervention. As a high school senior, I was picking between military schools and civilian colleges, and surprisingly, the school with the most cultural overlap was Reed. No other school so rigorously embraced the responsibility demanded of the student body quite like Reed. 

Reed's small campus can be somewhat aggravating, if only because it gets tiring to see the same kids on campus every day of the week. This is a problem inherent in most small schools, and to be totally fair I could spend more time in Portland if I was really so bothered by it, but I suppose I can't mind it that much if I stay on campus most weekends. 

Speaking of which, Portland is amazing. I could not have asked for a better city to go to school in. It is inexpensive, absolutely loaded with great restaurants, and beautiful, to top it off. Plus, Portlanders are just about as quirky as Reed students, so it's a nice fit."
"165","The best thing about Reed is the incredible people, including faculty. In my 7 months here, I have met a huge number of talented, motivated, and flat out interesting students, faculty, and professors. Everyone has some quirk that makes them interesting to talk to. The size of the school is perfect, in my opinion; it is easy to know a large number of people and still make close friends easily.

When I tell people where I go to college, I get a huge spectrum of responses. From ""Reed? Where's that?"" to ""Wow!"" The school is definitely under appreciated (for now), but the people who know about Reed generally recognize it as the academically rigorous place it is.

Essentially, I would say: Know that you will fit in; be prepared to work hard; be prepared to be accepting of other people; and get ready for a truly unique experience."
"166","Reed is 50{4a082faed443b016e84c6ea63012b481c58f64867aa2dc62fff66e22ad7dff6c} rich white people pretending not to be, 20{4a082faed443b016e84c6ea63012b481c58f64867aa2dc62fff66e22ad7dff6c} freegan hippies, 10{4a082faed443b016e84c6ea63012b481c58f64867aa2dc62fff66e22ad7dff6c} international students who just want an education and are confused by the weirdos around them, and the rest is everything else."
"167","There's not really racism on campus, though there aren't many black or hispanic people at all. Most Reedies are militantly atheist, but there are student bodies on campus for religion. These are admittedly small. E.g., Instead of having a Catholic group and an Evangelical group, there's just one Christian group called Oh For Christ's Sake--you've got to admit, the name is pretty cool. 

LGBT perfectly acceptable on campus. I've not heard one controversy over this. Though, I'm told that the gay dating scene isn't what they hoped it would be.

Reedies do tend to be white, upper-middle class (this place isn't cheap), but they're not insensitive about socio-economic problems. If anything, they're a bit ignorant, but not judgmental. The feminist movement is pretty strong here, and there are some problems on campus, surprisingly. However, it's not a big deal unless you decide to make it one.

One girl who was in my dorm (she's left Reed, now), was very unhappy because people disliked her. She was, as they thought, the 'popular girl' from high school they'd gone to Reed to escape. If you're popular or preppy, you may want to reconsider. Also, if you have high moral standards that you expect other people to meet, Reed is not where you need to be. As I said, Reedies are very open about the things they do. There's nudity around campus. People do drugs and smoke and drink and fuck. There are homosexuals on campus. etc. If this bothers you, go elsewhere.

Reed is extremely casual in dress. You can get away with wearing almost anything at Reed. No joke. If you want to dress up, no one will look at you funny. If you come in with muddy PJs and a torn shirt, you'll be fine as well.

No, there are many tables of students in the dining hall and they're not characterized in any particular way. There really aren't cliques on campus. As I said before, you're likely to form a close group of friends within your dorm when you first get here.

Most Reed students are actually from California. No lies. And most are pretty damn rich. Duh.

Students are politically aware and active if they want to be. There's plenty of opportunity around campus to get involved in in politics or community service.

Reed is mostly left, but not everyone has the same views. There's more variation that people probably give credit to.

Reedies don't really talk about future salaries. It's not...as important to them as all the reading they have to do tonight, and the paper that's due in two days and the exam they have on Friday."
"168","Students wear anything they want. Boys wear dresses, girls wear capes and fairy wings. Everything is accepted here. Everyone interacts with everyone because it is such a small school. Most kids here are liberal and very environmentally aware. We don't really talk about financial aid backgrounds openly here. The people that aren't on financial aid generally feel guilty about it and the students that are don't want to talk about their financial aid in fear of making the other kids feel guilty. We have a large white population, which is a problem. But I don't know how we'd solve that. Maybe by getting the name of the school more out there in less wealthy towns."
"169","The student body is ostensibly fairly homozygous, but there are quite a few different groups of people represented if you really get to know the student body.  The jock-type would certainly feel out of place if he or she attended Reed, and they would definitely look it.  Students are from all over the country, and there are quite a few international students.  Students are definitely leaning towards the left, and are very politically aware.  There are many political activity groups that actively participate in political affairs at Reed and around Portland.  I've never heard anyone speak about their financial future or brag about the background that they come from.  Everyone at Reed seems to be focused on experiencing the now and learning, rather than anticipating how rich they will be in the future."
"170","We are too white. When I got to Reed as a freshman I thought the campus had gotten more diverse in the past few years, but it turns out that ""African American"" and ""African"" are put into the same demographic pool. It's kind of pathetic. Almost all of the kids I know who aren't white are international students. I do also feel like a lot of the students are from pretty privileged backgrounds. The school is not cheap. 

The campus is extremely liberal. Though you might say that any liberal arts college is liberal, Reed is the most liberal. The closest thing we have to a frat is communist group RKSK (or Reed Kommunal Shit Kollectiv). I don't care for them too much, but they are a popular group on campus and host the stimulant table during Finals week. Though we are very liberal, most people I think are too busy with work to anything other than politically apathetic. We are trying to change that by bringing the New York Times to campus this semester."
"171","I go in and out of participating in the Queer Alliance on campus. Students who are not comfortable with other people doing things (like drugs or drinking) they don't like would feel out of place here. Students wear a variety of things to class, from dress clothes to bathrobes to the same thing for many days. Most Reedies are from the Bay Area in California, or the West Coast in general. It seems like most students get a large amount of financial aid. A small handful of students are politically active, and the rest try to stay aware. They are predominantly left. Students don't generally talk about how much they will make, except maybe to make a joke about living in a cardboard box someday because their major won't make them a lot of money"
"172","The only kind of student who would feel out of place a Reed is an extremely conservative right wing christian. They might have some trouble finding people who relate to their beliefs. There are plenty of religious people, but I don't think they find that they are treated differently. As I said, Reedies love Reedies. As long as you're respectful of others beliefs, they will be respectful of yours. Students are unconventional some of the time and completely ""normal"" some of the time, so you can see someone going to class in jeans and a tee-shirt, or you can see someone going to class wearing a cape and a cowboy hat. There's no ""groups"" at Reed, there are definitely groups of friends, but there's nothing that defines them as ""popular"", ""geeks"" or ""wierdos"". We're all pretty much all of the above. Reedies are from all over. I've noticed a lot come from california, washington, and oregon...but in no way is that the majority. It's really fun seeing the Californians or any other people from a sunny state experience their first North West fall and winter. They just don't understand...but they learn to! And then they love it. Reedies are pretty much mostly far left, politically. Students are fairly politically aware, but sometimes they are too laden down with work to read the news. So we are left in the dark a lot of the time as far as the rest of the world goes."
"173","reed is a very politically active campus, and is very liberal.  there are no conservative students, to my knowledge, and i would know because they would stick out.  it's not so much that reedies aren't accepting of conservatives (granted that they are well-researched and well-reasoning), but they just challenge each other constantly anyway, so a conservative student might feel bombarded, even though it would be done in the spirit of exploration.  also, most reedies tend to be athiest or agnostic.  there are a couple unitarians, but students with fervent religious beliefs are few and far between.  reed is also predominantly caucasian, despite efforts from the administration to diversify.  i've heard that when minority students transfer, they often cite drug use as one of the reasons.  most students are from california, but washington and new york also have large representations at reed, and there are a good number of international students.  there's a prompt for this question that asks ""What do most students wear to class?"" that's an interesting question to answer.  some students roll out of bed and throw on a pair of jeans before they head to class (and others wear their pajamas).  a lot of students shop at thrift stores, and a lot of other students shop at urban outfitters.  living in a dorm i've noticed that many people don't shower daily, and emphasis isn't really placed on physical appearance.  also, many students wear outrageous clothing daily, and many students have brightly colored hair."
"174","Fairly limited diversity on campus.  Religious students in particular would feel out of place.  Most students wear ratty clothes to class, or else the same thing they wore yesterday.  Hair is usually not brushed.  High heels are rare.  Most students come from well-off family.  Mostly liberal students here.  We do not talk about potential earnings."
"175","Reed is a campus full of diverse liberal white people. I'm from the Southwest where I feel comfortable being in the white minority. Here, however, it's less like a stewing pot, or even a mixed dish, it's really like a bowl of white rice, with a tiny sprinkling of spices on top. I'm sure it's really great for the students who aren't white- because they're rarer and thus somehow more exciting. It's honestly exciting to talk to someone who doesn't look just like you, and so they get an automatic status upgrade. Unfortunately, however, the actual exchange and International students tend to group together and not mix with the rest of the students, because I suppose we look like a tough group to crack into.
Reed would not be a particularly fun place to be as a staunch conservative, but I suppose that it's reputation would prevent most people fitting this description form even considering it.
It's a good place to be reaffirmed politically if you're liberal- and even to expand the way you feel and think about things. It's a great place to be passionate about politics. Let's just say that Super Tuesday turns out WAY larger crowds than the SuperBowl."
"176","If there were four tables of students in the dining hall, I probably could not distinguish them.  There are no cliques at Reed.  People wear all sorts of things to class.  Some people like to dress in sports clothes, others are always dressed up.  I have seen people wear fake tails, weird hats, robes, wings...nothing seems particularly out of place.  It is difficult to typify Reed students at all.  Reedies are from all over the world.  I think there are quite a few from California, but there never seems to be a majority place of origin.  I have no idea about which financial backgrounds are most prevalent; there is no way to know without asking everyone you come into contact with.  Students are definitely politically aware and active, though, to varying degrees.  The one caution is that Reed is a bubble.  It is easy to become so focused on your studies that you miss out on other things.  However, people make a great effort to be informed and opinionated about issues in the news.  Reed is a rather liberal campus, but if you tried to ask someone if they were ""predominantly left, right, or center"" that person would probably take you to task on what you were specifically asking.  People run the spectrum from liberal to conservative to against categorization, and they lean in different ways on different issues.  No one talks about how much money they will earn someday, though.  At least not within my earshot."
"177","Reedies are extremely accepting. The majority of students are upper/middle-class non-religious liberal whites. At Reed, it is definitely 'uncool' to be prejudiced. Students do not talk about how much they'll earn one day. In fact, it seems to be a bigger trend to talk about random, quirky jobs, such as starting up a record store."
"178","Oh yes, the blue people. The ones that run around naked and covered in paint. They frighten me."
"179","Reedies are fairly diverse, despite the stereotypes I explained above. While we are hardly above cliquishness, the contrast between different social groups is much less pronounced than at other schools that I have visited. The only characteristic that I could say definitively is shared by the student body is an intense brilliance fueled by a passion for learning. Other than that, I really don't think I could do Reedies justice in a simple paragraph or two, so I will leave it to the reader to come and see for themselves."
"180","If one stereotype holds true, it is that students are overwhelming liberal. In fact, I would say that it could be uncomfortable to be fully right wing and go to this school."
