"","V2"
"310","Determined and inntellectual."
"311","Very helpful, and willing to get together for study groups."
"312","They are helpful, and personable like me."
"313","Very diverse and friendly."
"314","My classmates are diverse."
"315","large classes, diverse, mix of students.. some who work hard, some who party hard"
"316","My classmates were very diverse."
"317","Classmates are generally intelligent, work hard and do well in school."
"318","fun"
"319","My classmates are outgoing, hardworking, and like to have fun."
"320","My classmates are friendly and have a similar major to my major."
"321","Dynamic."
"322","My classmates are intuitive, eager, and ready to learn people who are always helping their fellow peers succeed."
"323","My classmates are hard working and career focused.  They are friendly and willing to help and also open to making new friends."
"324","My classmates have the same general views and do the same things for fun."
"325","The classmates I have encountered at this school are very diverse and talented individuals."
"326","My classmates are enjoying their lives. They do not over-pressure themselves with schoolwork, but know how to live life. My classmates are individuals who love being with people. The majority of them are ignorant to the realities of life. They acknowledge that there are a lot of problems in the world, but do not know the true effect they have on other people."
"327","Despite there being so many of them , if you put in some effort you can feel a lot more comfortable and the large  campus isn't usually a big deal"
"328","OSU is pretty diverse but people usually hang out with their own crowd.  People dress very casual for class.  Different types of students dont really interact all that much.  Only freshman eat in the dining halls really.  People are middle class ohioans...whatever that means."
"329","No one should feel out of place here. There is a ton of diversity, of all kinds. It's kind of shocking if you come from a small town like me, but you get used to it eventually. Most people are from in state. Most people wear t-shirts and hoodies to class, it's very relaxed fashion here, although people go all out for parties."
"330","OSU does have a DIVERSE student body. There is a great percentage of Asian students. They seem to have much greater academic success, and it comes easier to them. It can be frustrating. 

The students here could almost represent every group from a typical high school. There's the girls that wear mini skirts and wear too much make up, the jocks, the book nerds, the smart Asians, the over-achievers, the well-balanced individuals... The only groups missing are the D average students. It gets old after so much academic talk and it would be nice to have some of these students around just for a little piece of mind."
"331","I've met so many different kinds of people here. The most different are the foreign kids. I have friends who are from India, Singapore, China, Pakistan, Togo, and Lebanon. They are some of the coolest kids I know. You will find all kinds of kids here. Most student are not that politically active, but its not hard to find the ones that are. Most students are of course from Ohio, but I have friends from Pennsylvania, New Jersey, Florida, and Michigan."
"332","There are approximately 6000 freshman at Ohio State. That means if you are here for 300 days, you could meet 20 other freshman EVERY SINGLE DAY and never have to talk to the same person again. No matter who you are, it is easy to find a place to fit in at The Ohio State University."
"333","Most of the students wear very casual clothing while on campus.  Of course, like everything, there is a broad spectrum, but for the most part blue jeans and t-shirts/hoodies are popular.  The earlier the class, the more sloopy people dress."
"334","There are all different groups/organizations that represent all different types of beliefs and that come from all different backgrounds.  OSU is very very diverse.  There are a lot of Asian students as well."
"335","OSU is very accepting of all people.  There are clubs and groups for just about every religion, sexual orientation, race, etc.  In a social setting, I rarely see any racial tension."
"336","I have been involved with some racial groups as I am Indian and I tend to have a lot of Asian friends. Religiously, I started going to a group called Real life which is a Christian group that meets once a week in a large lecture hall to sing and talk about religion. Most of the students at Ohio State are from Ohio, but there are plenty from all over the country and even the world as OSU is the biggest campus in the world. Students tend to change majors a lot and don't about too much about how much they will earn someday. It is all about getting through the classes first."
"337","Name a group, it's here, if you can't accept that, then you'll have issues."
"338","When I read through the suggested topics for this prompt, the question that jumped out at me was, ""What kind of student would feel out of place at OSU?"" I answer this question with complete honesty: NO student would feel out of place on this campus. I have seen so many different people with so many different personalities; everyone is friendly, helpful, and polite, no matter their race, gender, or religious or sexual affiliation. I've been asked for directions on campus, and I've asked for directions on campus. I've made friends in my classes and talked to people I might not have ever talked to before. I stepped out of my own ""bubble"" and decided to take a women's studies class this quarter; much to my surprise, there are six boys in that class and a variety of races, cultures, and religions. Our discussions are never dull, and the boys always make their opinions heard! Don't be afraid to put yourself out there and meet new people, even if you think they're not like you. You'll see unlikely pairs walking around, but it's perfectly normal. No one will judge you, and you'll be much happier making as many friends as possible!"
"339","Again, OSU is so big that you can find any kind of niche that may interest you.  You can avoid the things/people that may offend or you may not agree with and participate in just about anything that strikes your fancy."
"340","diverse more help needed for nontrads at regionals"
"341","Any type of people can find their niche at OSU, from the geeks to the preppies to the athletes; everyone has a place at THE Ohio State Uni."
"342","Again, OSU has a very diverse student body with many different groups on campus. I do not think any student would feel out place at OSU because there is something for everyone. Often different types of students do interact and work towards accomplishing common goals."
"343","OSU's student body is massive. Regardless of how weird or quirky you are, there are at least 500 people you can be great friends with."
"344","With such a large student population around and on campus it's VERY Hard to have some kind of interaction with some diverse group. If you feel out of place at OSU it is no one's fault but your own, tOSU has not only the largest campus in the US but also one of the largest varities of student groups. well, pretty much anything, from pajamas to three-piece suits, you see it all! I would say middle class, pretty average joe, but I don't pay attention to that stuff so I really just don't care! Yeppers! Especially with groups like College Dems and Republicans. Well, there's one in every group. I don't know, I don't have time to pay attention to that stuff, nor do I honestly care- for me my major is not about finding the highest paying job, but about helping people restore their lives by improving their communication abilities."
"345","OSU students are apathetic.  There is a relatively small and overly active bunch who run the student organizations and other student positions.  If you want to get involved it is entirely way too easy."
"346","I mostly covered these issues in the section about stereotypes; there are so many different types people that everybody is forced to live with and tolerate one another. In that way we are not as sheltered as students from, say, small Bible colleges or expensive East-Coast schools where everyone's parents make six figures a year. I don't want to make it sound like everyone is totally accepting all the time or that there aren't problems, though; we still have our comfort zones. People of the similar political affiliations, religions, and races still form cliques together. Frat boys still shout homophobic slurs at gay couples walking by. Kids who are living off scholarships and student loans still grudgingly serve coffee to their carefree peers who get their rent and bills paid by their wealthy parents. Still, I have a suspicion that, despite such differences, most alumni will smile and strike up conversations with other alumni in OSU sweatshirts they encounter later in life. I know I probably will."
"347","Ohio State has such a diverse student body. I've met people from all kinds of cultural backgrounds and walks of life that I would never have been exposed to at a smaller school.

Over the past four years I've been pretty involved with student organizations geared toward Gay, Lesbian, Bisexual, and Transgendered (GLBT) students. Overall, I've found that Ohio State is very welcoming of GLBT students - I've experienced very few instances of homophobia first hand. Most of the students that I've talked to about it seem curious, mostly."
"348","-a lot of groups post fliers about their events everywhere as if people who aren't involved already will just show up and jump right in, meaning that people who have any level of self-consciousness will be lost
-most students wear jeans/hoodies/pjs to class
-students seem to stick to their own racial groups, particularly the foreign exchange students
-most students are from around Ohio, no city or area in particular
-most kids seem to be middle class, but no one really goes around asking that kind of stuff
-some people care more than others about politics...I think most are left-winged because we're ""rebels""
-I think we're all just so concerned with getting out of college that anything far beyond that is totally up in the air"
"349","If there is ever a place to experience an array of differences in the human race, it is at OSU.  I don't think that there is a race, religion, socio-economic, or sexual orientation that I have not been exposed to while at Ohio State.  Students seem to be aware of the variety and have embraced them with activities, clubs, and groups.  The Multicultural center allows for incorporation of racial diversity.  LGBT and religious organizations are common and widely used.  Numerous religious centers are located within or close to campus.  Students come from all over the United States to attend OSU, so there is not an overwhelming student population from one particular area.  With the presidential primaries coming up soon, many students have taken an active role in supporting and soliciting for their particular candidate.  Students are also trying to get others aware of the candidates, issues, and making it a point to stress the importance of our votes.  One student in my class is part of a political organization on campus and brought absentee application forms to class to hand out to anyone who is not registered in Franklin County to vote and also offered to send them in for us free of charge.  This proactive stance is exactly what our nation needs to help get everyone out to the polls."
"350","An ideal and diverse university that offers unlimited opportunities to learn and meet new people."
"351","My school is all my dreams put into one reality."
"352","Being a Buckeye allows you to recieve and excellent education while making great friends, watching great sports, and meeting great people."
"353","OSU has high school spirit, excellent acedemics and an amazinf social experience to top it off."
"354","Ohio State is a large diverse learning environment where students can find easily their niche through student organizations, Columbus community and  general love of football."
"355","Ohio State is exciting and a very large friendly campus."
"356","THE Ohio State is a hugely connected community full of opportunity, fun, and great people always ready to help a fellow Buckeye."
"357","Ohio State is in my opinion the greatest university in the country; a place where all students can be themselves, have pride in being a Buckeye and take part in athletic events,understand and reach one's maximum potential, realize that college isn't just for an education, but a place to make friends and connections; and lastly Ohio State allows students to learn for themselves while still giving back to the school and community."
"358","Utah Valley University is a very helpful school for those attending their first year of college, those perusing a further degree/ education, and those returning to earn their degree."
"359","The Ohio State University is everything anyone could ever want."
"360","The Ohio State University is a very large school with many opportunities."
"361","Ohio State University is a very reputable institution, featuring a colossal range of academic programs for undergraduates and undecided majors to select from and over 800 recreational student organizations all located on an urban campus that's complete with social amenities, information resources, and green space that altogether creates an aesthetically and academically pleasing environment."
"362","Ohio State is a ""complete package"" university; it gives students the expansive opportunities of a large state university, while also providing the tools for students to create the intimate experience of a small unveristy."
"363","A very large and diverse campus, where one can easily find any group or niche of people he or she desires."
"364","Ohio State is greatly underestimated for its academic merit because it is also an athletically successful college."
"365","Ohio State University is a school for everyone to find a degree that meets their needs. Within each program are immense amounts of different paths available for students to take which is what makes Ohio State University so unique. My school is very large so I can be free to study whatever I please and study it with the most state of the art equipment and highest rated professors in much depth. This university may be large and prestigious which sounds promising on a work resume, but it is also full of school spirit and a sense of community."
"366","My school is passionate, exciting, dedicated, and difficult; it allows me to grow and make everlasting friendships."
"367","Ohio State is a very research based and academically centered college, but we still have a great respect and love for our sports (they're almost as important to us as our grades)."
"368","Ohio state is humongous, academically challenging, socially accepting, and incredibly fun."
"369","Ohio State University is a school which cares about every student the way they should be treated; along with giving every student an opportunity to obtain and education, as well as a bond for life."
"370","OSU is place where buckeye pride is abundant, people are studious yet they are able to enjoy themselves, it is a perfect mixture of studying and fun."
"371","My time at Ohio State has been the best experience of my life."
"372","Ohio State is awsome, offering so many opportunities!"
"373","Ohio State is a premier academic institution that is just the right balance of school work and partying."
"374","great place with lots of spirit, fun people, and rigorous studies, if you enroll in the right ones."
"375","This school is so much fun and a lot of hard work, I love it here!!"
"376","The Ohio State is a prestigious university with the opportunity for superior academic excellence but the feel of a family reunion where football, fun and food brings everybody together for four (or more) of the best years of your life!"
"377","campus is a very home like place to leave, the school itself didnt give me any form of grant or scholarship, only loans to borrow out which i am not happy about. hopefully things change next year or else i'll transfer to a different school."
"378","The most spirited, lively, exciting, thrilling, thought-provoking experiences of my life have happened here."
"379","My school represents great tradition, excellence, and a sense of family."
"380","Very football oriented"
"381","An intense yet amazing jumble of midterms, coffee, walking in the snow, essays, huge lecture halls, small classes, grilled cheese at the union, and sore feet."
"382","The Ohio State University is an exciting, adventurous, educational place that is not only enjoyable but also in the top schools for education."
"383","A place full of spirit, where people go to meet new people and have experiences impossible to get at any other school."
"384","Ohio state is a large campus with a such a dynamic compilation of different ethnicities and backgrounds; the educators have a similar range of expertise."
"385","The Ohio State University can be described as a social, as well as academically challenging, campus encouraging all to receive the most from their studies and to benefit from the networking opportunities available to broaden ones horizens and shape their character for the future."
"386","Diverse and extremely big."
"387","Ohio State is a school that offers students the ability to search themselves and understand who they really are as a person."
"388","The Ohio State University is a vibrant and diverse learning place."
"389","Big, bustling and full of diversity."
"390","Ohio State is a welcoming, fun, and creative educational environment for every individual."
"391","It is an extremely large educational institution with many possibilities and options, but it fails to accomodate individual students, and it emphasizes its physical commodities and athletics rather than educational advantages."
"392","A place to learn, grow as a person, and gain the true college experience while being supported  and pushed to succeed."
"393","The Ohio State University offers the best college education in Ohio."
"394","The opportunities at Ohio State are endless,  there are many great people to meet, many sites to see, and lots of things to explore!"
"395","Ohio State is whatever you make of it; it's full of opportunity but you have to be willing to work for it."
"396","The Ohio State University is a very welcoming place where students have an overwhelming sense of pride and loyalty; a place where lifetime friendships are formed, and a place where countless promising careers have been started."
"397","A body of hard-working, driven students full of school spirit."
"398","My school is one of the more superior schools in the nation."
"399","Ohio State is a large research institution; not much professor-student interaction."
"400","Ohio State is an amazing school, which creates a family environment, supporting students to take advantage of opportunities in the community, country, and world."
"401","My school is the greatest place on earth, I can't imagine anywhere I'd rather be."
"402","The Ohio State University is an academically, activively, helpfully and full of athleticism school in which its students take pride from and its influence  pushes them further in their future."
"403","Rich in tradition, academically great, one (if not the largest) of the largest universities in the nation, a highly respected institution along with some pretty great sports teams such as are collegiatic champion sychronizing swim team and the 2010 Rose Bowl Champs."
"404","Buckeye football. (Although I do not participate in this)."
"405","My school is a clean is and secure place to attend and I appreciate that the campus is kept in pristine condition."
"406","A diverse population that allows a variety of opportunities"
"407","Ohio State is awesome!"
"408","Ohio State is a school passionate about getting everyone involved through their use of athletics, clubs, and on campus activities."
"409","A jewel of Ohio."
"410","The Ohio State University is a prestigous and reputable institution."
"411","Ohio State is a potpourri of cultures, people and ideas, a mini melting pot of one part work and one part play, and a place where academic revolution is encouraged and social evolution is whole-heartedly welcomed."
"412","Ohio State University is the best school around. The campus, students, and professors are amazing and make the college experience one to remember and enjoy."
"413","My school is an abundance of knowledge and wisdom wrapped into a living community that is truly a universe."
"414","The Ohio State University is the most spirited, driven, free-spirited, beautiful, historical, well-known, alumni-loving, student-oriented, academic, unbelievable, extraordinary university, campus, and community you have ever set your eyes upon."
"415","This school is a competitive institution that equips students with the skills and knowledge that are necessary to confront and solve various challenges."
"416","The Ohio State University is full of opportunities for it's students, accepting of different backgrounds and lifestyles, prestigious in it's academics, amazing with it's research, beautiful across campus, and inviting to all interested students."
"417","Ohio State University is big, but offers a lot."
"418","AWESOME"
"419","It's crazy-awesome fun, but very challenging."
"420","OSU is diverse, yet unified, and full of opportunities."
"421","My school is AMAZING!"
"422","Ohio State has a very big campus, but the instruction is great and the academic advisors do a good job of focusing on the individual."
"423","I love it!"
"424","The largest school in the nation!"
"425","It is fun, interactive, holds vast opportunities and prepares you well for your career choice."
"426","OSU is what you make of it--if you aim to fail, you fail, if you aim to succeed, you succeed."
"427","Large, fun, happy family."
"428","There are countless opportunities to excel at Ohio State."
"429","When I get older and my life memories become few and far between, I know that of those few precious memories I still hold onto, there will certainly be ones of my time at The Ohio State University."
"430","The weather has finally started warming up, and students show their favorite type of clothing to wear- shorts, swimsuits, anything but sweatshirts and heavy coats. This video takes place in the Oval, where hundreds of students gather when the sun's out to tan, play catch, or watch others tan and play catch."
"431","Ohio State University is school that is very fun and exciting in terms of the social atmosphere while at the same time is a challenging and fast-paced school academically."
"432","A small community of diverse, caring, driven individuals."
"433","Ohio State University is a really great school for meeting so many different types of people from all kinds of backgrounds. I really love all of my professors this quarter and I am engaged in all of our discussions. The dorm life is very fun and I meet new people every day. It really is a great atmosphere here. Go Bucks!"
"434","One of the best state universities with great academics, athletics, research, and healthcare."
"435","absolutely wonderful!"
"436","Sucks"
"437","The Ohio State University is a well-balanced, creative school that has my best interests in mind."
"438","Ohio State is an amazing school with a fresh, positive environment that brightens its students days with even a simple walk around campus."
"439","My school is awesome."
"440","O- H....... I- O!"
"441","Ohio State is a school full of excitment with new people to meet and new information to learn, spirit with a passion to be a buckeye, and opportunities with the highly accreditated majors."
"442","The Ohio State University is one of the best places that you can attend.   Not only are the professors amazing at teaching but they are passionate  about the subject.  You will meet many amazing friends that will be there for life, and an education that will establish your future.  Attending this school was the best idea of my life and wish that I would have started here.  I have no complaints about anything on this campus from the classes to the faculty to on and off campus fun."
"443","This school is very well-rounded and awesome!"
"444","Ohio State is a great school.  There is so much to do around campus and it is easy to meet people.  There are sure to be some people that you will relate to and it is very easy to have fun.  Academically, Ohio State is highly regarded among employers and is harder to get into than most other colleges."
"445","It is a large, diverse learning community that adequately prepares students for post college job opportunities."
"446","Largest university in the United States."
"447","Ohio State is a welcoming school that provides students with any opportunity they could want from studying abroad to clubs to academics to learning about different cultures and the more a student gets involved the smaller the campus feels."
"448","It's fun!"
"449","my school is the greatest in all aspects and I am so proud to be a student."
"450","The Ohio State University is home to many people who are like myself."
"451","The Ohio State University is a spirited community that is passionate about many areas of student's lives, such as academics, research opportunities, social events, career/job placements, and overall well-being."
"452","Get an internship; develop an advising relationship with one of your professors"
"453","Large school with a small campus feel."
"454","A huge institution with endless opportunities for learning, diversity, and networking with a perfect location in downtown Columbus, Ohio."
"455","A place to work in state of the art facilities, with top notch professors while building lasting friendships with fellow buckeyes who love their school."
"456","A diverse school that makes sure that everyone is treated equal so that everyone receives the same great education"
"457","The Ohio State University is a place where students can engage in specialized academics, diverse student organizations, and community of friendly, high-spirited people."
"458","Strong school spirit and research."
"459","An amazing experience that I would do over again in a heartbeart"
"460","The Ohio State Unversity is an academically challenging university that prepares you for both a future career and for the ""real world."""
"461","Lots of school-spirit with helping teachers and alumni to help us achieve any goal"
"462","Absolutely amazing at sports, academics, research, job placement, and overall college life!"
"463","Full of spirit and striving toward the future."
"464","The Ohio State University  is known for their commitment to research and innovation, which is something to be very proud of but sometimes I feel it may be standing in the way of providing a condusive learning environment and professors that are genuinely interested in teaching."
"465","Large, yet quaint; urban, yet relaxed; big, yet cozy; exciting, yet comforting; nice."
"466","Big and diverse to the point where it gives you a great understanding of the world, and differences."
"467","It's a well rounded school; people think that sports is the only thing that OSU has, but honestly, they're outsiders."
"468","Ohio state univ. is a great school.  Close to the urban capital of Ohio (Columbus Downtown).  Great companies are based in Columbus (Nationwide, Limited, Charley's Sub, etc.)  Large international communty which makes it easy to expense other cultures without leaving the campus area.  Other great cities to travel to like Cinncinati, Cleveland, Detroit, and Chicago.  One of the largest schools in the country so your always meeting someone news when you head out to party."
"469","A spectacular school that anyone can fit into and know they are preparing themselves for a great future."
"470","OSU is competative in every nature, but the schools energy and information you learn will sustain you a lifetime."
"471","OSU has more students than most other Universities. Contrary to belief, the large student body actually brings a lot of benefits. You are bound to find others with similar interests, and you can always find something to do. The size also allows the school to budget great teachers, maintain great facilities (like the recreation center) and put on great student events (like concerts)."
"472","Ohio State is unlike any school I have ever been to.  The traditions bring everyone together and make you feel like you are part of something bigger than yourself.  On a football saturday you can yell OH and you will hear dozens of IO's in response.  If you want to go to a school with excellent academics, but also have fun by being involved in clubs or intramurals, this is the place to be."
"473","It is really big, which is a huge advantage and not really a drawback at all. There are so many options, and each department is small and personal, so it's really easy to fin something you love and have the support to excell in it, and you have the option to change your mind with minimal stress."
"474","It is HUGE! Also, a degree from OSU compared to the other schools I've considered would give me a higher chance at landing a job in my field, because of its great academics, expectations, standings, and opportunities."
"475","The fact that it is so big is something unique.  Other schools are big, but not like Ohio State.  And even though it's big, they still make a big school seem small by incorporating many different clubs and activities to participate in.  In fact, Ohio State just created there thousandth club this year!"
"476","The Ohio State University is one of the few schools in the nation  which is fully devoted to promoting their students and helping them make progress in their careers.  These various options and opportunities are tremendous, making them unique in caring about the future of their students. These qualities make OSU one of the best schools that I had considered when applying to a university. After discovering these opportunities, it became evident that OSU trully cared about their students. The benefits of being in the university and it's programs make it one of the best in the nation."
"477","Its size allows for a huge range of activities, majors, resources, and types of people.  Its academics may not be on an ivy league scale, but the school holds a high esteem among universities.  There are many opportunities here academically and socially."
"478","The Ohio State University is a fantastic place for anyone who wants a world class education and a social life. The size ensures that possibilities are endless, but the faculty remains fantastic and accessible. Job placement is great - there are more Buckeye alumni in the world than any others with executives in Goldman Sachs, Limited Brands, and countless other powerhouse corporations."
"479","I attend a university with the largest campus in the nation. When I was making the decision of where I wanted to go to college, I considered the uniqueness of Ohio State.  It's diverse culture and intriguing history still come alive today through school spirit. Whether you are attending  an OSU football game or just walking to class, you always feel the connection that makes every student a buckeye. OSU also offers a diverse extra-curriculum, it is truly a college for everyone."
"480","Ohio State and the greater Columbus area has a great variety of activities, restaurants, social events, ways to get involved that represent its cohesive family. This university is very accepting of all peoples, and is eager to inculcate that same acceptance into all its students. Columbus is a very trendy city but holds onto its history. With areas like Short North, the Arena District, and German Village, there's always something going on for every person."
"481","It is the largest single campus in the US! It's huge, has a lot of research opportunities, and is absolutely gorgeous. The view from the 11th floor study in the library is breathtaking."
"482","To start off, the campus is extremely diverse. Kids that go to my universities feel at home when they attend school. There's no one dominant race, and everyone gets along like a family. The school's academic programs are one of the best due to it's scholarly reputation."
"483","The thing that is so unique about Ohio State is its plethora of opportunities. It has many school groups, majors, clubs, etc that students can enroll in. Its size is also memorable, with over 50,000 students. It's a beautiful campus with grass, trees, and amazing structures. It is known for its diversity and large variety of students from everywhere thinkable. For example, I am friends with girls from Croatia, Israel, Spain, and Belgium. It's so nice to meet lots of different types of people."
"484","Buckeyes"
"485","The size.  Ohio State is a massive place, and no matter where you go you'll always see something new and exciting.  The diversity of this place is spectacular, and I know that compared to other schools the variety of activities is considerable.  The campus is also known for having events that bring a large body of people together, especially home and away football games."
"486","The fact that this school is so big, but feels so small.  I love that you can walk across the oval and see people you know, and not feel overwhelmed by the amount of people.  It was also a lot more comfortable and well layed out compared to others visited.  The people were all friendly and considerate as well."
"487","The amount of people that attend the school and the fact that there is a major or cliche for any one person that chooses to come here. The city is big enough to make a name for yourself or hide within the crowd."
"488","The school spirit is extremely strong and creates a bond between the students."
"489","The students and teachers at OSU come from many different cultures, religions, and ethnic backgrounds.  Class sizes at OSU are also very big compared to other universities."
"490","School Spirit! Go Bucks!"
"491","This school is accepting of all cultures. This school demands you be accepting of all cultures as well. This school teaches all aspects of a subject not just the aspects that are most popular (for example evolution and creationism).  This school has something for everyone - volunteer groups, religious groups, choirs, dance teams, sports.  This school is large but well respected. There is an unbelievable amount of school pride here. This school requires students to be educated in various subjects in addition to chosen major topics."
"492","The Ohio State University is very unique with their determiantion to make a very qualified individual in the area of study in which they have chosen. Additionaly they have a great campus life style with many places to study and relax with friends. The Ohio State University promotes studying with friends and meeting new people to further enjoy your college experience. Lastyly, the sports are amazing, especially the football team. The thrill of being a part of the tradition that the football team carries is very gradifying."
"493","I am majoring in Agricultural Education. I wanted to go to a college in Ohio. Ohio State is one of two colleges in the state of Ohio that offers Agricultural Education as a major.  I really like the quality of instruction at Ohio State and thought it would be a good school to prepare me to be an agricultural education teacher."
"494","Very flexible environment. Near in location to many employment opportunities. Great campus atmosphere."
"495","The Ohio State University is obviously much bigger than any other school I was considering. It is definitely a larger campus than other colleges, but once you are here and you know where everything is, it really is not overwhelming or anything! The main thing about Ohio State is the academic program and the great career connections that is has for graduates. The fact that it is so big allows for more opportunities to meet someone, who knows someone, who can help you get a job once you are done with school!"
"496","Although Ohio State is a huge school (one of the biggest in the nation) and it seems daunting, there are actually a lot of benefits from going to a school this big.  No matter what you want to get involved in or learn about, there is an opportunity to do so.  There are nearly 1000 clubs and organizations here.  OSU has around 30 different foreign languages to take.  There are just so many opportunities here that many other, smaller schools don't and can't have."
"497","Ohio State seemed to have  more opprotunities when it came to a variety of majors and classes. With all of those different opprotunites, one can really shape his class schedule to his own liking.  I am glad that along with a variety of challenging courses that help prepare me for a future career, there is also a wide range of options to choose from when it comes to classes that I want to take just out of a casual interest."
"498","It's much bigger.  I'm a music major and the school of music at Ohio State is fairly small.  I really appreciate the tiny music environment where I know everyone and have very small classes in the middle of a huge state university setting."
"499","Ohio State is unique in the variety of education and carreer paths it offers to students. It is constantly developing and evolving everday."
"500","The Ohio State University (OSU) is HUGE!  The sheer size of the campus, the number of students and faculty, and the amount of resources available makes it so unique.  You can do anything you want here - everything from cutting edge medical research to theatre performances  The  multitude of opportunities means students are free to get involved, make new friends, and try anything that interests them.  Want to change your major?  Chances are good that OSU offers a degree in anything you want. Despite the size, the students and alumni are a strong community and our school spirit is incredibly high!"
"501","I describe my school as the best of an Ivy League education in my own backyard. Yes, OSU may be one of the largest universities in the nation, but it has something to offer for everyone with over 800 clubs and organisations to choose from. Beyond that, the synergy of work coming from a law, medical, and undergraduate research based school all on one campus makes OSU the most adept school for combating the world's problems. There are so many connections available for students to take advantage that it seems almost impossible to accomplish one's goals."
"502","At Ohio State, I was immediately welcomed into the Buckeye community and became part of the Ohio State family.  Right away I could tell the community and pride that was present at Ohio State. Ohio State is unique because all of the students, as a family and community bond over the love and pride that we all have for the university. I feel I can say, that at no other university, would Hang on Sloopy; the Ohio State song, be requested at a party and cause everyone to dance and yell out O-H-I-O!"
"503","Size definitely. It's the second biggest in the nation right now.  Also it's is a research university, which makes it fairly unique. The sheer amount of people make it very diverse. With that come great amount of activities and groups which is great."
"504","Many people think OSU is so large, but it's really broken down into small areas."
"505","My school is unique because it offers everything that I was looking for.  The distance from my home is 2 1/2 hours away so if I need to get home, I can do it easily.  The school has so many majors and career options so if I change my mind, I wouldn't have to change schools also.  It is in a large city so if I do have time I can enjoy the many attractions it holds.  And the excitement from the athletics is awesome and their is so much school spirit."
"506","This school is very big in comparison to the small schools I picked when applying to colleges. This school has one of the best campuses out of all of the schools I picked. From Woody Hayes drive to Short North to High Street, the campus is superb. All the facilities are updated with some of the newest technology.  Advisors, are very friendly and will speak to students personally."
"507","The size (it's huge).  Very big football school."
"508","Our school is based on school spirit. ""We are THE Ohio State University"".  It's awesome, there is always a very friendly and exciting vibe on campus.  Everyone I know absolutely loves being there"
"509","Ohio State has absolutely everything you can think of to do to keep busy or to keep quiet and to yourself."
"510","Ohio State is one of the few schools still on quarters."
"511","The reputation of the school is unbelievable.  All the faculty members are great people."
"512","There is definitely a sense of community at this school, which was one major reason why I was attracted to it. Students seem to strike up conversations easily with others and are always willing to help out someone in need.  Most of the scholars programs also require their students to volunteer to give back to the community."
"513","It's large and there's a lot to get involved in."
"514","We are The Ohio State University and we are always proud and behind our sports teams. There is a school spirit here that is unparalled to any other college there is."
"515","It is much larger, and has more opportunities for internships and campus jobs than other schools."
"516","Truth is, OSU is great for people looking for freedom to be themselves or do what they want to do. There is every type of activity and every type of person. You don't have to be pressured to join this sorority or fraternity. You can just be you and chances are you will find people like yourself.  Chances are, you will get a very good education if that is what you are going there for or you will find a lot of crazy parties, if that's what you like."
"517","OSU is very divserse in terms of how many people of ethnic backgrounds attend. Also, since the campus is so big, it's hard not to find something to do in the area. Most of the students take their academics very seriously and are geared at finding jobs in involving their major when the graduate."
"518","The school spirit at Ohio State is unique and unlike many other schools.  Even though there are 50,000 students here, you feel like you are part of a tight-knit community and that you have a special bond with everyone who has attended OSU.  On Saturdays, nearly everyone is at the football games or cheering on the team in the many local sports bars and tail gate parties.  The sense of camaraderie is unlike anything else."
"519","The Ohio State University is a well respected college. It focuses mainly on education and strives to create successful members of society. It's a really big campus, but offers close ties with students and faculty."
"520","Ohio State is a large school which offers a great variety of diverse majors and activities to its students. However, it is possible to taylor the school to feel as small and inviting as you want to make through the groups with which you are involved and your area of study. I feel very welcome and at home at OSU and have a great pride in my university. The spirit at Ohio State is unrivaled amongst any other school i have ever visited."
"521","It is a huge school with thousands of different classes. The majors are numerous. People come there from all over the world to study.  This school is well known for being a research school. The student body is obsessed with football!"
"522","The unique thing about Ohio State is that over 50,000 kids go to school here!  But the thing is that you would never know it.  They do a great job here to make sure classes are close to home and there is something to do in every part of campus.  There are gyms, places to eat, benchs to relax everywhere.  Not to mention the oval where people love to hang out and play in the sun when summer hits."
"523","It's much bigger, more diverse with more to offer in general."
"524","Exciting varsity sports, diverse student population, numerous extra-curricular activities, affiliated with a university hospital"
"525","OSU Football and the fans are something everyone has to experience once in their life."
"526","diversity of people and the outgoing personality of students to meet new people and try new things"
"527","n/a"
"528","It is world known and many people are there to put you in the right direction and help you."
"529","Ohio State is the biggest single campus in the nation yet it only takes 15 mins to walk across campus. All of my classes are in a 3 block radius close to my dorm which is very convient. I looked at Michigan and that was a 15 min bus ride everyday from my classes to my dorm, that seemed like a waste of time. Ohio State also has a big GLBT group which was huge for me as I'm gay and none of the other schools offered that."
"530","Althought it is so large, it is a city within a city. There is really no need for a car to get off campus because everything one needs is all in walking distance."
"531","The atmosphere.  Ohio State has great traditions and everyone that goes or went there is proud they did so.  I do not know anyone that does not love it and it is very easy to be accepted because of the diversity around campus."
"532","It is located near family.  It is also has a good outlook on jobs after college due to how well the university prepares students for the 'real' world.  There are many volunteer and job opportunities available on campus, along with research positions for those who need it.  Everything a student coud possibly need is available to them on campus.  Also, all of the professors are very passionate about teaching and strongly encourage students to do well.  They also go out of their way to ensure that students are understanding all of the course work."
"533","There is so much at Ohio State-the football team and athletics are off the charts, so a lot of people like that.  There is so much tradition here!  It's great how it is in Columbus so the surrounding community offers something different from the typical university experience."
"534","Ohio State has a very rich history of tradition and school spirit that I did not feel at the other schools I visited. The school spirit here at Ohio State is completely unmatched. Every single student here roots for every sports team has pride in whatever the school participates in."
